chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr11	83835000	83840000	chr11	84520000	84525000	0,0,0	5.1631556	1.0	2.78164	2.0361376	2.1142776	2.5363178	0.92822325	4.346218
chr11	86635000	86640000	chr11	86800000	86805000	0,0,0	5.0585775	0.99674785	2.6156588	2.742005	2.9519696	3.291702	1.2153583	5.7290397
chr11	61475000	61480000	chr11	61635000	61640000	0,0,0	10.360345	1.0	4.49558	4.248057	6.155993	5.585225	2.1476312	9.361276
chr11	122630000	122635000	chr11	122780000	122785000	0,0,0	7.2788043	0.99989027	3.1946218	4.3777256	5.8055882	5.227192	1.9154247	9.118504
chr11	66695000	66700000	chr11	66830000	66835000	0,0,0	10.50602	1.0	4.7842975	3.6723027	6.9160585	7.0208454	1.9611613	10.285114
chr11	27700000	27705000	chr11	28700000	28705000	0,0,0	4.5799756	0.9970402	2.2379696	2.7009096	3.302297	3.422437	1.3223466	5.8232455
chr11	124070000	124075000	chr11	124195000	124200000	0,0,0	4.9158854	1.0	2.4206321	2.2668104	2.6924477	2.8089237	1.0288287	4.8238664
chr11	125560000	125565000	chr11	125875000	125880000	0,0,0	6.6324506	1.0	3.0681548	2.7849274	3.4278862	3.2651293	1.231283	5.74062
chr11	128025000	128030000	chr11	128820000	128825000	0,0,0	8.636795	1.0	3.4010508	3.864765	4.0660563	2.897404	1.4261041	6.332751
chr11	10930000	10935000	chr11	11020000	11025000	0,0,0	6.090446	1.0	2.9087596	2.3644166	2.8041859	2.78203	1.1188322	4.8837337
chr11	110200000	110205000	chr11	110430000	110435000	0,0,0	9.203872	1.0	3.34447	4.483223	6.567283	4.870527	1.5769829	8.855614
chr11	68250000	68255000	chr11	68440000	68445000	0,0,0	5.621793	0.9973502	2.7932014	3.038868	3.1455941	3.2326667	1.7797654	5.9338827
chr11	35615000	35620000	chr11	36260000	36265000	0,0,0	13.1719	0.99999976	4.3708525	9.042438	11.391024	7.203698	4.084839	15.24142
chr11	67860000	67865000	chr11	67950000	67955000	0,0,0	7.1893363	0.99945176	2.652236	3.9300628	5.439965	4.016184	1.6141533	7.509573
chr11	6375000	6380000	chr11	6690000	6695000	0,0,0	5.3454595	1.0	2.6913047	1.9403265	2.7716916	3.098359	0.915107	4.823094
chr11	77190000	77195000	chr11	77615000	77620000	0,0,0	5.1945786	0.99959314	2.5295193	2.256409	5.130833	5.802145	1.6062014	7.807842
chr11	128885000	128890000	chr11	128955000	128960000	0,0,0	8.653688	1.0	3.8003485	2.6884005	3.7157364	3.3844285	1.3711398	5.7741175
chr11	14790000	14795000	chr11	15075000	15080000	0,0,0	4.896459	0.9946741	2.6781309	1.8437318	2.7844296	3.5968466	1.0280172	5.235719
chr11	122860000	122865000	chr11	123020000	123025000	0,0,0	11.619567	1.0	4.3659844	4.8377204	7.208235	5.569701	1.811212	9.869897
chr11	33170000	33175000	chr11	33325000	33330000	0,0,0	6.2172527	1.0	3.1234024	2.5535772	3.1750736	3.4557524	1.502281	5.725599
chr11	129370000	129375000	chr11	129640000	129645000	0,0,0	4.6130877	0.997409	2.255624	2.5787308	3.4667397	3.664115	1.059294	5.9563203
chr11	27695000	27700000	chr11	29330000	29335000	0,0,0	9.735388	0.9999847	4.6791906	3.7821057	7.1073794	7.7267118	1.9389086	11.088584
chr11	31235000	31240000	chr11	32175000	32180000	0,0,0	7.8182163	0.9996721	3.3076198	4.30041	5.0828357	4.2011113	2.1101787	8.023698
chr11	10625000	10630000	chr11	10730000	10735000	0,0,0	4.8478303	1.0	2.670589	1.4067369	2.4478874	3.2401683	0.7800784	4.490601
chr11	120175000	120180000	chr11	120300000	120305000	0,0,0	8.232939	1.0	3.6792915	2.389069	3.7187974	3.5616603	1.2388749	5.685277
chr11	85940000	85945000	chr11	86290000	86295000	0,0,0	4.2317643	0.99807954	2.3318691	1.5670443	3.6049595	4.862919	0.9137929	6.255847
chr11	81645000	81650000	chr11	82695000	82700000	0,0,0	8.732426	1.0	4.782369	2.8366601	4.530586	5.8953714	1.7433919	8.416847
chr11	47370000	47375000	chr11	47850000	47855000	0,0,0	15.669774	1.0	5.584705	5.3453116	7.718653	5.581793	2.1800854	10.333181
chr11	113305000	113310000	chr11	113530000	113535000	0,0,0	8.374413	0.99984896	3.269838	4.793659	5.983471	4.53799	1.8038632	8.799021
chr11	13770000	13775000	chr11	14245000	14250000	0,0,0	13.15583	0.99999964	4.680676	7.931639	10.896685	7.714967	2.991831	14.765312
chr11	32385000	32390000	chr11	32790000	32795000	0,0,0	5.2515044	1.0	2.3647509	2.5408118	3.1032403	2.8336093	1.0651203	5.0921087
chr11	78415000	78420000	chr11	78560000	78565000	0,0,0	5.2470765	1.0	2.2048168	2.614454	3.4410324	2.9172986	1.1681323	5.2412577
chr11	73180000	73185000	chr11	73245000	73250000	0,0,0	5.244207	0.99598455	2.3054698	2.979402	3.3419607	2.869818	1.4096872	5.5181756
chr11	111280000	111285000	chr11	111440000	111445000	0,0,0	8.103935	1.0	3.9769273	3.4158528	4.3360615	4.559323	1.7893484	7.5956364
chr11	121655000	121660000	chr11	122505000	122510000	0,0,0	8.304801	0.999986	4.422514	3.6253638	6.352069	7.955465	1.8680196	11.17801
chr11	108220000	108225000	chr11	108660000	108665000	0,0,0	7.3714566	1.0	3.2142155	3.079699	4.2595806	3.8438158	1.6871165	6.581326
chr11	110200000	110205000	chr11	110365000	110370000	0,0,0	11.747582	0.99999595	5.350662	5.224772	7.9561315	7.77719	2.1979544	12.421432
chr11	61795000	61800000	chr11	62105000	62110000	0,0,0	5.5831547	0.9992365	2.1834283	3.3428562	5.1584396	4.2069774	2.0005977	7.1784053
chr11	27685000	27690000	chr11	29010000	29015000	0,0,0	4.7190833	0.996247	2.2956145	2.894457	3.0348947	3.0129309	1.3748424	5.5857816
chr11	130430000	130435000	chr11	130860000	130865000	0,0,0	16.671825	1.0	6.3450975	11.152367	18.259874	14.715107	5.289526	24.62832
chr11	47935000	47940000	chr11	48105000	48110000	0,0,0	10.60292	0.9999929	5.1383286	4.962846	7.0670915	7.445822	2.7364912	11.857241
chr11	75895000	75900000	chr11	76315000	76320000	0,0,0	8.696551	0.9999091	3.389689	4.6944427	6.526285	5.133621	2.7248406	9.306459
chr11	13770000	13775000	chr11	14145000	14150000	0,0,0	5.916915	0.9995039	2.2402918	4.182783	5.2967315	3.8915439	1.8758607	7.6095734
chr11	31105000	31110000	chr11	31230000	31235000	0,0,0	4.3799767	1.0	2.136721	1.4419448	2.751481	3.0574694	0.82163286	4.339198
chr11	16785000	16790000	chr11	17060000	17065000	0,0,0	8.287135	1.0	3.0158389	4.5168524	5.105945	3.3947546	1.6466713	7.4097347
chr11	2035000	2040000	chr11	2150000	2155000	0,0,0	21.44815	1.0	6.9026136	9.295274	11.569085	7.0414686	3.287684	15.303935
chr11	30345000	30350000	chr11	30915000	30920000	0,0,0	10.310497	0.9999708	4.719856	3.885726	6.9049215	6.989195	2.2533104	10.443173
chr11	85855000	85860000	chr11	86215000	86220000	0,0,0	5.2916102	0.99872744	2.3456104	3.439891	4.079965	3.6097174	1.3990816	6.6673985
chr11	109945000	109950000	chr11	110375000	110380000	0,0,0	7.0098076	1.0	2.795062	3.9037652	4.4849153	3.3814704	1.3320327	6.851484
chr11	101425000	101430000	chr11	101845000	101850000	0,0,0	7.0049825	0.99968225	2.4208748	4.926967	5.7728624	3.6754968	1.7739031	8.055023
chr11	62905000	62910000	chr11	63020000	63025000	0,0,0	22.524149	1.0	6.779331	9.503068	11.675441	6.592846	4.1213083	15.040017
chr11	108415000	108420000	chr11	108650000	108655000	0,0,0	7.7035613	0.99972665	3.8275597	3.1943755	4.853828	5.3662553	1.8197829	8.2057
chr11	94625000	94630000	chr11	94760000	94765000	0,0,0	4.1952972	0.98954237	2.1151524	1.9437847	2.5615757	2.833089	1.1651292	4.560898
chr11	9165000	9170000	chr11	9505000	9510000	0,0,0	4.908192	0.9975053	2.3538551	2.8634038	3.4425504	3.4489536	1.4615452	5.9942017
chr11	34585000	34590000	chr11	34890000	34895000	0,0,0	20.397638	1.0	7.591549	11.331741	17.095514	13.13023	5.099064	23.202888
chr11	89670000	89675000	chr11	90110000	90115000	0,0,0	5.0905476	0.9959291	2.724516	1.606755	3.1941476	4.0762386	1.2498139	5.504465
chr11	61960000	61965000	chr11	62045000	62050000	0,0,0	5.410272	0.9997627	2.6069715	2.9995818	5.2579384	5.6807003	1.5741332	8.346995
chr11	95835000	95840000	chr11	96425000	96430000	0,0,0	5.7165837	0.9997667	2.6526835	3.879228	5.0649285	4.915945	1.8240191	8.364148
chr11	26285000	26290000	chr11	27155000	27160000	0,0,0	8.001713	1.0	3.5959713	3.5020218	4.2499146	3.86238	1.5868917	6.9752884
chr11	13955000	13960000	chr11	14145000	14150000	0,0,0	6.807678	0.9996356	2.99293	3.710691	5.077347	4.6196003	1.6404706	7.917992
chr11	102285000	102290000	chr11	102495000	102500000	0,0,0	4.751795	0.9931002	2.4122863	1.7645757	2.9462771	3.4082744	0.88249564	4.976786
chr11	123580000	123585000	chr11	123705000	123710000	0,0,0	5.4170623	1.0	2.6576848	1.9560666	2.2167468	2.2752397	0.9100352	4.0139656
chr11	76730000	76735000	chr11	77045000	77050000	0,0,0	9.0370245	1.0	3.0417411	5.0654325	6.3218436	4.0394564	2.5105448	8.542063
chr11	113990000	113995000	chr11	114260000	114265000	0,0,0	10.436218	0.9999985	3.5105894	8.048936	9.874109	6.2493854	3.7753847	13.4039955
chr11	114280000	114285000	chr11	114760000	114765000	0,0,0	6.7392287	1.0	3.004512	2.8343334	4.1142664	3.868671	1.7644296	6.388078
chr11	67660000	67665000	chr11	67790000	67795000	0,0,0	6.2497654	1.0	2.8040223	2.9878976	3.0242238	2.588827	1.3186471	5.244736
chr11	113895000	113900000	chr11	114260000	114265000	0,0,0	8.990494	0.9999378	3.9799747	4.201722	6.3334126	5.9507804	1.542263	9.685644
chr11	112110000	112115000	chr11	112175000	112180000	0,0,0	6.172729	0.9986551	2.6684983	3.1878653	4.2711496	3.77843	1.4735079	6.612088
chr11	107575000	107580000	chr11	107685000	107690000	0,0,0	6.1463823	1.0	2.7326264	2.982357	3.762425	3.402765	1.415883	6.053749
chr11	109945000	109950000	chr11	110195000	110200000	0,0,0	6.3207645	1.0	2.4751751	3.2100024	4.119901	3.1688583	1.2012615	6.0221934
chr11	72830000	72835000	chr11	73175000	73180000	0,0,0	9.31191	0.99998814	4.0314975	5.584936	7.2596955	6.380766	2.5187972	11.345154
chr11	124665000	124670000	chr11	124835000	124840000	0,0,0	8.149958	0.9998692	3.491337	4.5980473	5.688545	4.85604	1.612628	8.943193
chr11	75280000	75285000	chr11	75380000	75385000	0,0,0	12.532742	1.0	4.7679143	4.5605297	7.1113935	5.647643	2.7660341	9.7014475
chr11	86670000	86675000	chr11	86805000	86810000	0,0,0	5.2473693	0.9950701	3.3980236	1.689912	2.0807822	3.810845	1.1560996	5.3129888
chr11	102345000	102350000	chr11	102495000	102500000	0,0,0	4.6874957	0.9979738	2.416151	2.60132	3.3951476	3.8899486	1.1930848	6.2022333
chr11	3850000	3855000	chr11	4070000	4075000	0,0,0	16.599258	1.0	6.186267	9.110602	13.611691	10.4359865	4.181286	18.5343
chr11	44130000	44135000	chr11	44535000	44540000	0,0,0	6.0481515	0.99884206	3.092434	2.8377693	3.7443867	4.2393756	1.4771414	6.761837
chr11	3455000	3460000	chr11	3605000	3610000	0,0,0	6.1236787	0.9978892	3.412913	2.3746958	3.0742707	4.050497	0.91019505	6.161338
chr11	11800000	11805000	chr11	12280000	12285000	0,0,0	9.841674	1.0	4.737708	2.4636593	2.5913687	2.528191	1.1380639	4.71811
chr11	93895000	93900000	chr11	94505000	94510000	0,0,0	7.4424562	0.9998562	3.8108308	3.2767096	5.1075225	5.935136	2.1117885	8.847767
chr11	85690000	85695000	chr11	85820000	85825000	0,0,0	4.1688476	0.98851293	2.3900306	1.7426149	2.1068728	2.9180067	0.742524	4.4669976
chr11	121655000	121660000	chr11	122200000	122205000	0,0,0	9.34308	1.0	3.857401	4.1205254	5.4853983	4.5623307	1.4758455	8.225019
chr11	116875000	116880000	chr11	117105000	117110000	0,0,0	5.0730877	0.99908465	2.8038235	2.1693494	3.805684	5.068628	1.3147503	6.996938
chr11	62420000	62425000	chr11	62560000	62565000	0,0,0	8.756875	1.0	2.846749	5.3326263	6.136033	3.6068954	1.972759	8.347008
chr11	44935000	44940000	chr11	45100000	45105000	0,0,0	14.900878	1.0	6.837548	6.049762	8.300636	8.017211	2.9848428	13.394777
chr11	2530000	2535000	chr11	2885000	2890000	0,0,0	18.581223	1.0	5.089117	13.600714	15.687948	7.731735	4.8819447	19.821259
chr11	45110000	45115000	chr11	45290000	45295000	0,0,0	9.339199	1.0	3.9714315	4.3877153	5.921771	5.1366787	1.9242929	9.036871
chr11	112285000	112290000	chr11	112555000	112560000	0,0,0	7.2427135	1.0	3.3609767	2.8376637	4.4228816	4.453455	1.8473513	6.9758224
chr11	32960000	32965000	chr11	33065000	33070000	0,0,0	5.3491774	0.99669045	2.2970276	2.9544725	3.6147995	3.085333	1.0121163	5.7115307
chr11	60360000	60365000	chr11	60480000	60485000	0,0,0	5.4632173	0.9977112	2.8411443	2.0377166	3.5409224	4.269034	1.1826234	6.0803375
chr11	14905000	14910000	chr11	15075000	15080000	0,0,0	8.046239	0.999768	3.3055944	4.1772375	5.616521	4.6567187	2.1791494	8.369819
chr11	15100000	15105000	chr11	15210000	15215000	0,0,0	9.6346445	1.0	3.4769914	4.876814	6.6902637	4.806355	2.384478	9.141301
chr11	124400000	124405000	chr11	124585000	124590000	0,0,0	6.353709	1.0	2.9684546	2.484532	3.6556478	3.6749103	1.4769899	5.8833833
chr11	95055000	95060000	chr11	95765000	95770000	0,0,0	4.8591986	0.9965197	2.2173514	3.0383403	3.2900293	2.9604692	1.4735042	5.6612163
chr11	65415000	65420000	chr11	65510000	65515000	0,0,0	5.7378855	0.9994252	2.295828	3.7834377	5.10273	4.0991497	1.9467108	7.462206
chr11	1650000	1655000	chr11	2000000	2005000	0,0,0	7.8521633	0.9999973	2.984719	6.034783	9.408889	7.4652405	2.7016673	12.829492
chr11	42770000	42775000	chr11	43275000	43280000	0,0,0	8.210465	1.0	3.7073562	3.2641904	4.836465	4.646689	2.1390512	7.5481915
chr11	128170000	128175000	chr11	128625000	128630000	0,0,0	11.6081915	0.9999995	3.8243265	8.723295	10.928672	6.8396716	3.718712	14.593712
chr11	22335000	22340000	chr11	22785000	22790000	0,0,0	7.8133297	1.0	3.9113526	3.0615697	4.3858786	4.8610325	1.5277339	7.5824275
chr11	11035000	11040000	chr11	11785000	11790000	0,0,0	11.182609	1.0	4.6860957	9.017168	12.066202	10.244318	3.8358066	18.259579
chr11	2195000	2200000	chr11	2295000	2300000	0,0,0	9.105699	1.0	4.0711193	3.8644972	5.4418483	5.100588	1.7649773	8.535696
chr11	117425000	117430000	chr11	117810000	117815000	0,0,0	7.0686903	0.9993851	3.5127954	3.1088152	4.2580285	4.63144	1.4429181	7.3948307
chr11	71600000	71605000	chr11	71745000	71750000	0,0,0	6.4825196	0.9987596	2.496318	3.9693701	4.446041	3.164728	1.4679548	6.693057
chr11	15850000	15855000	chr11	16610000	16615000	0,0,0	7.0031114	0.9999715	3.3399072	4.749788	6.179405	6.244293	2.379979	10.466327
chr11	4185000	4190000	chr11	4550000	4555000	0,0,0	9.973943	0.9999992	3.9590342	7.8717184	9.356374	7.1093035	3.2750437	14.106386
chr11	128290000	128295000	chr11	128630000	128635000	0,0,0	5.216707	0.9988919	2.6247191	2.8112693	3.8780446	4.3069057	1.511162	6.805812
chr11	25980000	25985000	chr11	26275000	26280000	0,0,0	9.715146	1.0	3.425999	4.8838925	6.843158	4.838374	2.0133817	9.179612
chr11	14905000	14910000	chr11	15205000	15210000	0,0,0	4.9337544	0.9941058	2.6139731	2.4477992	2.5481093	2.958501	1.2901475	5.1343226
chr11	108005000	108010000	chr11	108655000	108660000	0,0,0	10.618544	1.0	3.9966695	4.331065	5.4443483	3.9599996	2.1008236	7.809835
chr11	100575000	100580000	chr11	100855000	100860000	0,0,0	6.869621	0.99987864	3.052325	4.250142	5.704405	5.239668	2.237175	9.017571
chr11	34925000	34930000	chr11	35390000	35395000	0,0,0	20.461977	1.0	7.636896	13.209848	16.090664	11.432334	5.68183	23.174421
chr11	44620000	44625000	chr11	44910000	44915000	0,0,0	13.195295	1.0	5.1560135	6.3900123	8.993452	7.123545	2.97801	12.803556
chr11	13955000	13960000	chr11	14245000	14250000	0,0,0	7.735231	0.9997618	4.1477027	2.7881348	4.65216	5.865043	1.7570677	8.343386
chr11	16815000	16820000	chr11	16935000	16940000	0,0,0	4.799806	1.0	2.2162516	2.1174622	2.5877502	2.4535196	1.2187061	4.335708
chr11	95150000	95155000	chr11	95760000	95765000	0,0,0	7.8592067	0.9999901	3.6956048	4.2648497	7.406086	7.732143	2.5707343	11.52312
chr11	11795000	11800000	chr11	12040000	12045000	0,0,0	9.625284	1.0	3.8788505	3.4660025	4.899016	4.0286374	1.8866836	7.109528
chr11	121315000	121320000	chr11	121590000	121595000	0,0,0	9.307094	0.99997556	4.828782	4.0212054	5.97406	7.045885	2.2298589	10.62029
chr11	74385000	74390000	chr11	74445000	74450000	0,0,0	4.5305257	0.9952976	2.1502929	2.0404193	3.380022	3.5465393	1.1625829	5.360245
chr11	12960000	12965000	chr11	13150000	13155000	0,0,0	9.611732	0.9999975	3.5162508	7.592128	8.98677	6.1517715	3.1298304	12.90033
chr11	12600000	12605000	chr11	12895000	12900000	0,0,0	5.389744	0.9994205	2.579026	3.7895336	4.1791515	4.085705	1.6544368	7.4541793
chr11	89095000	89100000	chr11	89615000	89620000	0,0,0	5.4982796	1.0	2.631757	1.7021427	2.9096124	3.1035414	1.0094049	4.616557
chr11	57640000	57645000	chr11	58510000	58515000	0,0,0	6.3009944	0.99904877	2.5922499	3.847297	4.475966	3.5386858	1.8104907	6.958505
chr11	106155000	106160000	chr11	107035000	107040000	0,0,0	6.0132065	0.99950355	2.3648777	4.387107	5.019572	3.709139	1.6736276	7.60879
chr11	44725000	44730000	chr11	44895000	44900000	0,0,0	7.2081842	1.0	3.1777623	3.2526853	4.389439	3.994414	1.4857306	6.8856897
chr11	118295000	118300000	chr11	118485000	118490000	0,0,0	4.882208	0.99660194	2.7586482	1.4726143	3.1274495	4.3761544	0.93958	5.685145
chr11	69685000	69690000	chr11	69885000	69890000	0,0,0	9.011846	1.0	3.503788	3.5742524	5.262707	4.2048874	1.625516	7.3820004
chr11	129360000	129365000	chr11	129695000	129700000	0,0,0	6.790153	0.9999666	2.9112592	5.2745924	6.5643845	5.620528	2.187442	10.309054
chr11	120510000	120515000	chr11	120680000	120685000	0,0,0	8.039812	1.0	2.9236975	3.9540887	5.6568155	4.1629295	1.9791651	7.6776752
chr11	59170000	59175000	chr11	59285000	59290000	0,0,0	5.6712317	1.0	2.4771657	2.3451734	3.0014093	2.6585367	1.1373962	4.7431355
chr11	19310000	19315000	chr11	19545000	19550000	0,0,0	5.948	0.99940026	3.060931	3.2465386	4.004009	4.5339885	2.1272388	7.4198008
chr11	6375000	6380000	chr11	6445000	6450000	0,0,0	4.259488	1.0	2.2118165	1.5268708	2.3343894	2.7669258	0.65167445	4.1241446
chr11	41460000	41465000	chr11	42520000	42525000	0,0,0	6.594367	0.9997857	3.1938837	3.7075627	4.953851	5.153452	2.162592	8.449063
chr11	73965000	73970000	chr11	74445000	74450000	0,0,0	7.200911	1.0	3.2325199	2.3619246	3.2229044	3.0148222	1.4952805	5.1143107
chr11	4625000	4630000	chr11	5380000	5385000	0,0,0	6.6628523	1.0	3.0550747	2.947342	3.4984355	3.2569392	1.2112643	5.8767986
chr11	12045000	12050000	chr11	12280000	12285000	0,0,0	12.909327	0.9999998	4.3228326	9.193753	11.730158	7.5377326	4.110194	15.709958
chr11	66405000	66410000	chr11	66680000	66685000	0,0,0	9.54897	1.0	4.0417933	4.2885046	5.960234	5.1815834	2.0709496	8.9935875
chr11	114025000	114030000	chr11	114255000	114260000	0,0,0	4.899699	0.99839854	2.3644366	3.2963567	3.5564544	3.5073955	1.3965912	6.43749
chr11	10405000	10410000	chr11	10730000	10735000	0,0,0	10.326777	1.0	5.195354	3.9134438	6.0598016	6.8464537	2.0926714	10.32507
chr11	10320000	10325000	chr11	10735000	10740000	0,0,0	5.9641485	1.0	2.5533178	2.9036467	2.9559467	2.3517084	1.1012017	4.932728
chr11	76730000	76735000	chr11	76915000	76920000	0,0,0	12.193936	1.0	4.1606674	5.894496	6.654257	4.088068	2.0373104	9.3276205
chr11	72465000	72470000	chr11	72565000	72570000	0,0,0	5.411475	1.0	2.8265986	1.6217135	2.363012	2.8109818	0.89484555	4.252505
chr11	82310000	82315000	chr11	82695000	82700000	0,0,0	10.067994	0.9999867	3.0097637	7.575134	8.515245	4.4978848	2.688494	11.231338
chr11	36375000	36380000	chr11	36480000	36485000	0,0,0	4.7451215	0.99228156	2.1971455	2.6154284	2.773781	2.5398204	1.0221342	4.864646
chr11	86360000	86365000	chr11	86915000	86920000	0,0,0	6.513761	0.999215	2.405087	3.9036684	5.0955777	3.680628	1.6882355	7.150555
chr11	14785000	14790000	chr11	14905000	14910000	0,0,0	7.5866094	0.9996709	3.1005828	3.3346546	5.7424974	5.055852	1.4205297	8.019989
chr11	17755000	17760000	chr11	17970000	17975000	0,0,0	5.065534	0.9947917	2.5605257	1.9063897	3.109632	3.563477	1.1037145	5.2580457
chr11	4635000	4640000	chr11	5000000	5005000	0,0,0	9.777313	0.9999978	4.8597083	5.3105702	7.5838456	8.308431	2.806948	13.028937
chr11	4180000	4185000	chr11	4620000	4625000	0,0,0	5.5604167	0.9968323	2.4143658	2.9185402	3.628765	3.1610906	1.1785759	5.7553487
chr11	82905000	82910000	chr11	83815000	83820000	0,0,0	6.946943	0.9998731	2.3481193	5.2494607	6.656878	4.3070717	1.9748861	8.973259
chr11	69915000	69920000	chr11	70190000	70195000	0,0,0	10.602844	0.9999778	5.294147	3.7144146	6.528558	7.417368	2.1388283	10.71907
chr11	100680000	100685000	chr11	100855000	100860000	0,0,0	5.770285	0.99966764	2.6077962	3.3946362	5.1621456	4.992654	1.4918182	8.010108
chr11	115335000	115340000	chr11	115675000	115680000	0,0,0	5.481874	0.9983954	2.4673138	3.4579084	3.8007379	3.361858	1.2523164	6.435554
chr11	83290000	83295000	chr11	83820000	83825000	0,0,0	4.627819	0.99674934	2.2818336	2.2973423	3.389544	3.687409	1.1697276	5.729491
chr11	19070000	19075000	chr11	19550000	19555000	0,0,0	10.430064	1.0	4.684746	4.0378013	6.8158193	6.6755285	1.8218943	10.264686
chr11	2200000	2205000	chr11	2265000	2270000	0,0,0	6.8307624	0.9995178	3.0501401	3.926553	4.641959	4.147634	1.501006	7.637903
chr11	78230000	78235000	chr11	78565000	78570000	0,0,0	6.93317	1.0	3.3380964	2.0975895	3.9183214	4.266152	1.5044119	6.1306753
chr11	94325000	94330000	chr11	94415000	94420000	0,0,0	7.624756	0.99978316	2.929078	3.9580674	6.1398764	4.9190545	1.6066555	8.437337
chr11	60360000	60365000	chr11	60615000	60620000	0,0,0	6.123994	0.99972343	2.4932623	4.201721	5.489572	4.45897	2.2561905	8.193833
chr11	74255000	74260000	chr11	74445000	74450000	0,0,0	8.464326	1.0	3.090572	3.4213483	5.574001	4.3023295	1.2393754	7.3435283
chr11	33545000	33550000	chr11	33685000	33690000	0,0,0	5.4240823	0.9972362	2.6119113	2.4094815	3.568138	3.7499967	1.1950727	5.891758
chr11	102730000	102735000	chr11	102940000	102945000	0,0,0	5.0297046	0.99494505	2.4308739	2.4272878	3.0555093	3.130347	1.1050092	5.287936
chr11	16820000	16825000	chr11	17070000	17075000	0,0,0	4.481855	0.9914982	2.3156986	2.319005	2.441187	2.7066338	1.1321747	4.7679715
